2012-Nov-15	24	0
2013-Apr-15	28	0
2013-May-15	26	1
2014-Feb-12	33.5	0
2014-Mar-17	34.75	0
2014-Apr-28	35	0
2014-May-20	35.25	0
2014-Jun-23	35.75	0
2014-Jul-07	36	0
2014-Jul-22	36.25	0
2014-Aug-23	36.75	0
2014-Sep-09	37.125	0
2014-Sep-19	37.25	0
2014-Oct-01	37.5	0
2014-Oct-27	38	0
